RowID,Time,Capacity
7109,200.97966600000004,74.12616
7110,200.98616400000003,74.14565508
7111,200.99266799999998,74.1651498
7112,200.99916600000003,74.18464488
7113,201.00566400000002,74.2041396
7114,201.012168,74.22363468
7115,201.018666,74.2431294
7116,201.025164,74.26262448
7117,201.031668,74.2821192
7118,201.040332,74.30811264
7119,201.049002,74.33410572
7120,201.057666,74.36009916
7121,201.06633599999998,74.38609224
7122,201.07499999999996,74.41208568
7123,201.083664,74.43807876000001
7124,201.09233399999997,74.4640722
7125,201.10099799999998,74.49006528000001
7126,201.10966799999997,74.51605872
7127,201.11833199999998,74.54205180000001
7128,201.127002,74.56804488
7129,201.13783199999997,74.60053668
7130,201.148668,74.63302812
7131,201.15949799999999,74.66551955999999
7132,201.170334,74.69801100000001
7133,201.181164,74.7305028
7134,201.194166,74.76949259999999
7135,201.207168,74.8084824
7136,201.22016399999998,74.84747220000001
7137,201.235332,74.89296036
7138,201.25050000000002,74.93844852000001
7139,201.265668,74.98393668
7140,201.283002,75.0359232
7141,201.30033600000002,75.08790936
7142,201.319836,75.14639423999999
7143,201.33933600000003,75.20487912
7144,201.36100200000004,75.269862
7145,201.38483400000004,75.3413436
7146,201.410832,75.41932320000001
7147,201.436836,75.4973028
7148,201.46499999999997,75.58178076
7149,201.49533599999998,75.67275744
7150,201.52566599999997,75.76373376
7151,201.558168,75.86120844
7152,201.590664,75.95868312
7153,201.625332,76.06265616
7154,201.66000000000003,76.16662884
7155,201.694668,76.27060188
7156,201.72933600000002,76.37457492
7157,201.76399800000002,76.47854796
7158,201.79866600000003,76.582521
7159,201.833334,76.68649404
7160,201.86800199999996,76.79046708
7161,201.90266399999996,76.89444012
7162,201.904836,76.90075704
7163,201.939498,76.99584420000001
7164,201.974166,77.08877423999999
7165,202.008834,77.17938336
7166,202.04350200000002,77.26800420000001
7167,202.078164,77.35488912000001
7168,202.112832,77.44028652
7169,202.14750000000004,77.52432672
7170,202.18216800000005,77.607099
7171,202.216836,77.68864943999999
7172,202.251498,77.76901224
7173,202.28616599999998,77.84825112
7174,202.320834,77.92630559999999
7175,202.355502,78.00325416000001
7176,202.390164,78.07911732
7177,202.424832,78.15394296
7178,202.4595,78.22777968
7179,202.494168,78.30065484
7180,202.528836,78.37260839999999
7181,202.56349800000004,78.44362776
7182,202.598166,78.51376764000001
7183,202.632834,78.58299167999999
7184,202.66750199999996,78.65136144
7185,202.70216399999998,78.71891760000001
7186,202.736832,78.7856742
7187,202.7715,78.85162944000001
7188,202.80616799999999,78.91677396
7189,202.840836,78.98113908
7190,202.875498,79.04472624
7191,202.910166,79.10757684000001
7192,202.94483400000001,79.16970132
7193,202.979502,79.23108456
7194,203.014164,79.29177372
7195,203.048832,79.35177096
7196,203.08349999999996,79.41107232
7197,203.118168,79.46967348
7198,203.152836,79.52760359999999
7199,203.187498,79.584912
7200,203.222166,79.64155296
7201,203.256834,79.69755204
7202,203.291502,79.75293264000001
7203,203.326164,79.80769188000001
7204,203.36083200000002,79.8618672
7205,203.3955,79.91545176000001
7206,203.430168,79.96844052
7207,203.46483599999996,80.02083852000001
7208,203.49949799999996,80.0726598
7209,203.534166,80.12390040000001
7210,203.568834,80.1745794
7211,203.603502,80.22471876
7212,203.638164,80.2743624
7213,203.672832,80.32348188
7214,203.7075,80.37205452
7215,203.74216800000002,80.4201084
7216,203.776836,80.46765612
7217,203.811498,80.51472756000001
7218,203.846166,80.56131264000001
7219,203.88083399999996,80.60739048
7220,203.915502,80.65298196
7221,203.950164,80.69810112
7222,203.984832,80.74274831999999
7223,204.0195,80.78691348
7224,204.054168,80.83062576
7225,204.08883600000001,80.87389236000001
7226,204.123498,80.91672588
7227,204.15816600000002,80.95911372
7228,204.192834,81.00106416
7229,204.22750200000002,81.04259304
7230,204.262164,81.08370396
7231,204.29683199999997,81.12439332000001
7232,204.3315,81.16468236
7233,204.36616800000002,81.20454156000001
7234,204.400836,81.24399864
7235,204.435498,81.28307232
7236,204.470166,81.32175468000001
7237,204.50483400000002,81.36003348
7238,204.53950200000003,81.39791124000001
7239,204.57416400000002,81.43541532
7240,204.608832,81.47255184
7241,204.64349999999996,81.50933196
7242,204.67816799999997,81.54574092
7243,204.71283599999998,81.58177296
7244,204.747498,81.6174702
7245,204.782166,81.6528006
7246,204.816834,81.68779692000001
7247,204.85150199999998,81.72244656
7248,204.886164,81.75678912
7249,204.92083200000002,81.79078788000001
7250,204.95550000000003,81.82444104000001
7251,204.99016799999998,81.85777236
7252,205.02483599999996,81.89079192
7253,205.05949799999996,81.92349288
7254,205.09416599999997,81.95586624
7255,205.12883399999998,81.98792316
7256,205.163502,82.01966616
7257,205.198164,82.05111684
7258,205.232832,82.08226619999999
7259,205.26749999999998,82.11313188
7260,205.30216800000002,82.14371352
7261,205.33683600000003,82.17400176
7262,205.37149800000003,82.20399516
7263,205.40616599999998,82.2337038
7264,205.44083399999997,82.26313308
7265,205.47550199999998,82.29229812
7266,205.51016399999997,82.32118668000001
7267,205.54483199999999,82.3497984
7268,205.5795,82.37814336000001
